weryfikator,czy_blad,blad_pytania_nr,koder,lp_koder,lp_szkoly,klasa,oddział,id_ucznia,miejsc,Format,woj_nr,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_M,P10_JP,P10P,P10B,P10C,P10F,P11,P12,P13_01,P13_02,P13_03,P13_04,P13_05,P13_06,P13_07,P13_08,P13_09,P13_10,P13_I,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P 16,P 17,P 18,P 19,P 20,P 21,P 22,P 23,P 24,P 25,P 26,P 27,P 28,P 29,P 30,P 31,P 32,P 33,P 34,P 35,P 36,P 37,P 38,P 39,P 40,P 41,P 42,P 43,P 44,P 45,P 45a,P 45b,P 45c,P 45e,P 45f,P 45g,P 45h,P 45i,P 45k,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W3,W4,W5_1A,W5_2A,W5_3A,W5_4A,W5_1B,W5_2B,W5_3B,W5_4B,W5_1C,W5_2C,W5_3C,W5_4C,W5_1D,W5_2D,W5_3D,W5_4D,W5_1E,W5_2E,W5_3E,W5_4E,W5_1F,W5_2F,W5_3F,W5_4F,W5_1G,W5_2G,W5_3G,W5_4G,W5_1H,W5_2H,W5_3H,W5_4H,W5_1I,W5_2I,W5_3I,W5_4I,W5_1J,W5_2J,W5_3J,W5_4J,W5_1K,W5_2K,W5_3K,W5_4K,W5_1L,W5_2L,W5_3L,W5_4L,W5_1M,W5_2M,W5_3M,W5_4M,W5_1N,W5_2N,W5_3N,W5_4N,W5_1O,W5_2O,W5_3O,W5_4O,W5_1P,W5_2P,W5_3P,W5_4P,W5_1R,W5_2R,W5_3R,W5_4R,W5_1S,W5_2S,W5_3S,W5_4S,
,,,2,178,13,6,c,gal178,Świdnik,8,3,1,2008,2,7,1,1,Pracuje w fabryce piwa,1,Jest wykładowcą,5,4,99,4,99,99,99,1,1,0,0,0,0,0,0,0,0,0,99,4,0,1,0,0,0,1,1,3,1,4,3,1,3,3,2,1,4,1,4,3,4,1,3,1,1,1,3,3,1,4,2,4,3,4,0,0,0,0,0,0,0,0,0,99,2,1,99,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,99,99,99,2,1,2,1,1,1,2,1,1,1,3,1,4,3,1,4,1,1,4,1,5,1,4,1,1,99,99,2,2,2,3,2,1,2,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,3,2,1,1,1,2,1,1,3,2,2,99,3,1,1,1,1,2,1,1,1,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,
,,,2,179,13,6,c,gal179,Świdnik,8,3,1,2008,1,1,7,1,mama:nauczycielka,1,Architekt,3,4,99,5,99,99,Chciałabym być fotografem lub aktorką,3,0,0,0,0,0,0,0,0,1,0,Z tatą,5,0,1,0,0,0,1,1,1,1,2,2,1,1,1,2,1,5,4,3,1,3,5,4,5,5,3,2,5,4,2,1,3,3,3,1,0,0,0,1,0,0,0,0,Szkoła,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,5,3,3,3,3,3,3,Nic,Nic,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,
1,,,2,180,13,6,c,gal180,Świdnik,8,3,1,2008,1,2,7,2,99,1,W Lublinie lizing,2,2,99,4,99,99,Stylistką,3,0,0,0,0,0,0,0,0,0,1,99,4,1,1,0,0,0,2,2,3,2,5,3,2,3,2,3,3,4,4,4,3,5,4,5,3,3,2,3,4,3,2,3,4,4,5,1,4,0,0,0,0,0,0,0,Parapet,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,99,2,3,88,1,2,1,2,3,2,5,3,3,4,3,4,3,4,3,88,3,4,Że klucze dobrze przewodzą prąd. Że pijani widzą o wiele gorzej.,Jak szybko się przypala mięso?,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,
,,,2,181,13,6,c,gal181,Świdnik,8,3,1,2008,1,1,1,2,99,1,Jest budowlanym. Budownictwem.,2,4,99,3,99,99,Chciałabym po szkole iść do szkoły wojskowej lub zostać architektem,5,0,0,1,0,0,0,0,0,0,0,99,4,0,1,0,0,0,4,4,99,4,5,4,3,3,3,4,4,4,5,5,4,4,4,5,3,4,4,2,5,2,2,2,5,4,5,1,1,0,0,1,0,0,0,0,99,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,99,3,2,3,1,2,1,3,2,2,1,5,5,88,5,4,4,4,88,5,5,4,4,4,4,5,99,99,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,1,1,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,2,1,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,
,,,2,182,13,6,c,gal182,Świdnik,8,3,1,2008,2,1,1,1,Pracuje na poczcie,1,Pracuje jest adwokatem,3,4,99,3,99,99,Chciałbym być adwokatem,5,1,0,0,1,0,0,0,0,0,0,99,2,0,0,1,0,0,2,4,4,3,4,2,2,3,3,3,2,3,4,4,3,4,3,5,4,3,4,2,2,3,3,2,4,3,3,1,1,0,0,0,0,0,0,0,Mój dom,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,3,3,1,3,2,3,2,4,3,4,99,5,4,4,5,5,5,3,4,4,2,4,99,99,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,3,2,1,1,2,2,2,1,3,2,2,1,3,2,2,1,2,2,2,2,3,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,
,,,2,183,13,6,c,gal183,Świdnik,8,3,1,2008,1,7,7,1,Krawiectwo,1,Rolnictwo,3,4,99,4,99,99,Nauczycielka,4,0,0,0,0,0,1,0,0,0,0,99,3,0,0,1,0,0,3,4,2,2,3,3,2,3,4,3,2,4,4,5,4,4,3,4,5,4,3,3,2,5,4,4,5,4,4,1,0,0,0,2,0,0,0,0,Klasa lekcyjna lekcja,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,3,2,3,2,3,1,3,2,3,2,4,3,4,4,4,4,3,4,4,3,4,4,3,3,4,Że prąd może mocno porazić. i lepiej nie bawić się nim. Nauka jest bardzo interesująca.,Co by się stało jakby klucze się stopiły?,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,2,184,13,6,c,gal184,Świdnik,8,3,1,2008,1,7,7,1,Moja mama jest fryzjerką,1,Pracuje w firmie produkcyjnej,4,5,99,5,99,99,Nie zastanawiałam się nad tym,4,1,1,1,0,0,0,0,0,0,0,99,3,0,1,0,1,1,3,5,3,3,3,2,3,4,3,3,3,4,4,5,4,5,3,4,2,3,2,2,3,2,3,2,4,4,4,1,1,0,0,1,0,0,0,0,Mój dom. moja szkoła,2,1,99,1,2,2,99,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,3,1,3,1,3,1,3,4,5,5,5,4,2,3,5,5,4,3,4,3,3,99,99,2,1,88,3,2,2,2,3,1,2,2,3,1,1,1,99,2,1,2,3,2,2,2,2,2,1,1,99,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,99,2,1,1,2,1,1,1,99,1,1,1,99,1,1,1,99,
,,,2,185,13,6,c,gal185,Świdnik,8,3,1,2007,1,1,1,2,Nie pracuje zawodowo,1,Pracuje w firmie produkcyjnej helikopterów,5,5,99,5,99,99,Lekarz,4,0,1,1,1,0,1,0,0,0,0,99,3,0,0,0,0,1,3,3,3,4,4,5,4,5,4,5,4,5,5,5,5,5,4,4,4,3,3,4,2,3,4,3,5,4,4,2,0,0,0,1,0,0,0,0,99,2,1,99,1,1,99,1,1,99,2,99,1,99,1,1,1,1,2,2,2,1,1,3,2,1,2,99,99,99,99,99,99,3,2,5,3,4,3,1,4,4,5,3,4,3,2,3,99,99,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,3,
,,,2,186,13,6,g,gal186,Świdnik,8,3,1,2007,2,1,7,1,Malarka. Maluje obrazy.,99,99,5,5,99,5,99,99,Kierowca F1. Jak Kubica,5,1,0,1,0,0,0,0,0,0,0,99,4,0,1,0,0,0,3,5,3,2,3,4,2,4,3,5,4,5,5,5,4,4,4,5,4,5,4,4,5,5,4,4,5,3,4,1,2,0,0,0,0,0,0,0,Mój pokój,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,99,3,1,3,1,4,2,5,5,5,5,5,4,5,5,5,4,5,2,5,Fajne rzeczy. Np. środek ciężkości wpływa na prędkość. Fajnie było.,Dlaczego było tak mało eksperymentów,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,3,1,1,1,3,2,2,2,3,
,,,2,187,13,6,g,gal187,Świdnik,8,3,1,2007,2,1,1,1,Zajmuje się moją chorą siostrą,1,Pracuje w straży miejskiej,3,4,99,5,99,99,Chciałbym być żołnierzem,3,0,0,0,0,0,1,0,0,0,0,99,3,1,1,0,0,0,1,4,2,3,3,4,2,1,1,4,3,4,1,99,4,5,4,5,5,4,5,5,4,5,4,3,1,3,3,1,4,0,0,0,0,0,0,0,Dom,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,3,2,3,1,2,1,2,88,99,1,4,2,3,4,3,4,2,4,4,4,4,4,4,2,4,Dużo ciekawych rzeczy,Dlaczego?,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,88,1,1,1,1,2,2,2,3,
,,,2,188,13,6,g,gal188,Świdnik,8,3,1,2007,1,2,1,2,99,1,Zajmuje się kasami fiskalnymi,4,4,99,5,99,99,Chciałabym zostać piosenkarką,3,1,0,1,1,0,1,0,0,0,0,99,4,0,1,0,0,0,2,5,3,3,3,2,1,3,2,3,4,5,3,4,4,5,5,5,4,2,4,4,5,4,2,1,4,5,5,1,3,0,0,0,0,0,1,1,Biurko w moim pokoju,2,2,1,1,1,1,2,1,1,2,1,2,1,1,99,1,1,2,1,1,1,1,2,1,1,1,2,2,3,1,3,2,3,4,2,5,5,5,4,2,5,5,2,3,4,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
,,,2,189,13,6,g,gal189,Świdnik,8,3,1,2007,1,1,7,1,Pracuje w banku,1,Pracuje w PZL,4,5,99,5,99,99,Chciałabym być policjantką. Na wydziale kryminalnym. a tak dokładnie to rozwiązywać zagadki kryminalne.,1,0,0,0,0,0,0,0,0,0,1,99,4,1,1,0,0,0,1,1,3,2,3,4,1,2,3,1,4,4,2,3,1,2,4,4,5,2,4,2,4,5,2,2,3,4,3,1,3,0,0,0,0,0,0,2,Łóżko mój pokój,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,3,2,3,1,3,1,3,1,3,1,3,2,3,4,5,4,2,2,5,5,3,2,3,5,1,1. Z czego jest zbudowany nasz organizm: 2. Co czuję gdy przechodzi mi prąd przez ciało: 3. Nie umiem wytrzymać głośnych dźwięków.,Dlaczego prąd przechodzi przez moje ciało?,2,2,1,2,2,2,1,1,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,1,3,2,2,1,2,1,1,1,1,2,2,1,3,2,2,1,2,99,99,99,99,99,99,99,99,2,2,2,3,
1,,,2,190,13,6,g,gal190,Świdnik,8,3,1,2007,1,1,1,1,Pracuje na UMCS,1,Pracuje w Kwancie. zajmuje się sprzedawaniem produktów,5,4,99,5,99,99,Chciałabym być architektem wnętrz,4,0,0,1,0,0,0,0,0,0,0,99,4,1,1,0,0,0,4,4,4,2,4,4,2,3,3,2,4,4,4,5,3,4,4,3,2,4,2,1,4,5,4,3,4,4,3,1,2,0,0,0,0,0,1,1,Mój pokój dokładniej łóżko,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,3,2,2,2,2,2,2,3,2,4,2,5,5,5,4,2,4,5,5,4,4,5,2,1,1. Nie umiem wytrzymać głośnych dźwięków: 2. Gdy przechodzi prąd przez ciało to fajne uczucie: 3. Że alkohol powoduje zniekształcenie obrazu,Dlaczego?,2,2,2,3,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,99,99,99,99,99,99,99,99,2,2,2,3,
,,,2,191,13,6,g,gal191,Świdnik,8,3,1,2008,1,1,1,1,Nauczyciel,1,Plakatowanie,4,4,4,99,99,99,Weterynarz,5,1,0,0,1,0,0,0,0,0,0,99,5,0,1,0,0,0,4,2,4,3,4,4,5,2,3,3,4,2,2,4,4,5,4,5,2,2,2,4,5,2,2,2,4,3,4,1,2,0,0,0,0,0,0,0,Mój pokój,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,3,1,3,1,2,1,3,1,2,1,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,Było bardzo fajnie cieszę się że wzięłam udział w tej wystawie,99,2,2,1,3,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,99,1,1,1,99,2,2,2,3,
,,,2,192,13,6,g,gal192,Świdnik,8,3,1,2007,2,7,7,1,99,99,Jest instruktorem fitness,99,99,99,99,99,99,Chciałbym być grafikiem komputerowym,3,0,0,1,1,0,0,1,0,0,1,99,2,0,0,1,0,0,1,1,1,1,3,2,1,2,1,3,2,2,3,2,2,3,4,4,3,4,4,2,3,1,3,2,3,2,2,1,2,0,0,0,0,0,2,0,Mój pokój,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,99,1,2,2,99,2,2,2,1,2,2,2,1,2,2,2,2,2,99,4,3,4,3,99,2,3,3,3,5,2,Nic. Nie było to dzisiaj. Że kolory się zmieniają? Nie wiem.,Czym jest nic,1,2,2,2,1,1,2,2,2,2,2,3,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,2,193,13,6,g,gal193,Świdnik,8,3,1,99,2,1,1,1,99,1,99,4,5,4,4,99,99,Ja będę e-sportowcem,5,0,0,0,1,0,0,1,0,0,0,99,2,0,0,0,1,0,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,1,1,0,0,0,0,0,0,0,Mój dom,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,3,3,3,3,3,3,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Te zajęcia były fajne,Kiedy będzie następna wystawa?,2,2,2,3,2,2,2,3,2,2,2,88,2,2,2,3,2,2,2,3,2,1,2,3,2,2,1,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,
,,,2,194,13,6,g,gal194,Świdnik,8,3,1,2007,2,7,7,1,Nie wiem,1,Pracuje na budowie,4,4,3,3,99,99,99,1,0,0,0,0,0,0,0,0,0,1,99,88,0,1,0,0,1,1,1,3,1,3,1,1,1,1,2,1,1,1,1,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,Dom,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,2,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,5,1,Nic,Nic,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,
,,,2,195,13,6,g,gal195,Świdnik,8,3,1,2007,2,1,7,1,77,1,To samo,5,2,99,6,99,99,Być inżynierem,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,3,5,4,5,5,5,5,4,99,99,99,99,99,99,99,99,99,5,1,5,2,2,5,4,5,0,0,0,0,0,0,0,0,0,99,2,1,99,88,2,2,1,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,3,1,3,2,3,1,2,1,3,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Że jak się zamieni miejscami płuca to nie da się oddychać,Po co nam wyrostek robaczkowy,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,3,2,1,2,2,2,1,2,2,2,1,1,3,2,1,2,3,2,2,2,2,1,99,99,99,2,2,2,3,2,1,1,2,1,99,99,99,1,99,99,99,2,2,1,3,
,,,2,196,13,6,g,gal196,Świdnik,8,3,1,2007,2,7,7,1,99,99,99,5,4,99,4,99,99,Nie wiem,1,0,0,0,0,0,0,0,0,0,1,99,4,1,1,0,0,0,1,1,1,1,3,1,1,3,2,4,1,3,2,4,2,3,2,3,1,1,1,1,3,1,2,2,2,4,3,1,0,0,0,1,0,0,0,0,Szkoła,2,2,99,2,1,1,1,1,2,2,1,2,1,1,1,1,99,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Nic! Nic! Nic!,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,88,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,2,2,2,99,
,,,2,197,13,6,g,gal197,Świdnik,8,3,1,2007,2,7,7,7,77,7,99,3,4,5,5,99,99,99,1,0,0,0,0,0,0,0,0,0,1,99,2,99,99,99,99,99,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,99,2,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,,,3,1,2,6,c,bor1,Strzelce Małe,1,5,1,2008,2,1,2,1,nauczyciel. naucza: religii i muzyki,1,w firmie agro masz,6,5,99,5,99,99,nauczyciel fizyki. matematyki lub naukowiec,4,0,1,1,1,0,0,1,0,0,0,99,3,0,1,0,0,0,1,2,2,1,1,5,1,4,4,4,5,5,3,3,4,5,5,5,5,5,3,3,4,5,5,5,4,5,4,1,0,2,0,1,0,0,0,0,Publiczna szkoła podstawowa im. Jana Pawła II w strzelcach małych,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,3,1,2,1,3,1,2,1,2,2,2,4,3,4,4,4,3,1,4,3,3,2,4,2,1,99,99,2,2,2,3,2,1,1,1,2,2,2,3,2,1,1,2,2,2,2,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,
1,,,3,2,2,6,c,bor2,Strzelce Małe,1,5,1,2007,1,7,7,1,magazyn w szpitalu,1,99,3,4,99,3,99,99,Najbardziej chciałabym śpiewać. Moją pasją jest śpiewanie.,3,1,0,0,0,0,0,0,0,0,0,99,4,0,1,0,0,0,2,3,3,2,4,2,5,3,3,5,5,5,4,5,4,4,2,5,3,3,3,3,5,3,3,2,4,4,1,1,0,0,0,1,0,0,0,0,szkoła,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,1,3,1,3,88,99,1,4,3,5,5,5,5,4,4,5,5,4,4,5,3,4,99,99,2,2,2,3,2,99,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,"powtórzone kartki z pytaniami W1,W3, W4, W5"
1,,,3,3,2,6,c,bor3,Strzelce Małe,1,5,1,2007,1,7,7,1,rolnik,1,rolnik,4,4,99,3,99,99,rolnictwo,5,0,0,0,0,0,0,0,0,1,0,z siostrą cioteczną,4,0,1,0,0,0,1,4,3,3,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,0,0,0,1,0,0,0,0,szkoła,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,3,1,3,1,3,1,3,1,3,1,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,Kula prądowa taka z niebieskim prądem. Ta dźwignia co się ją podnosiło.,żeby wszyscy mieli własnego instruktora,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,
1,,,3,4,2,6,c,bor4,Strzelce Małe,1,5,1,2007,1,2,7,2,99,1,praca w masarni,4,4,99,4,99,99,fotografia,2,0,1,1,0,0,0,0,0,0,0,99,2,0,0,0,0,1,1,3,1,1,2,4,2,3,2,3,3,5,3,4,3,3,3,4,5,4,4,2,3,3,3,4,4,5,5,1,0,0,0,1,0,0,0,0,szkoła,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,3,1,2,2,3,1,3,1,3,1,4,5,5,5,5,5,5,99,2,5,99,1,5,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,
1,1,"P45a, P45b, W2_8",3,5,2,6,c,bor5,Strzelce Małe,1,5,1,2006,1,7,7,2,99,1,Mój tata pracuje w Agramaszu,4,5,4,99,99,99,Chciałabym w przyszłości zostać piosenkarką lub być aktorką.,2,0,0,0,0,0,1,0,0,0,0,99,3,0,1,0,0,0,1,3,1,1,3,1,1,3,2,4,4,4,3,5,5,5,4,5,2,5,4,3,4,5,2,5,5,4,5,1,0,0,0,1,0,0,0,0,szkoła,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,3,1,3,1,2,1,3,1,3,1,4,3,5,5,5,5,4,2,5,5,5,4,5,1,4,Jak przewodzi się prąd. Jak pod wpływem ciężarków obracamy się na krześle kręcącym (szybciej lub wolniej). Jak w środku wygląda nasze ciało.,Jak się dzieje to. że jak przyciągniemy do siebie ciężarki to szybciej się obracamy?,2,2,2,3,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,
1,,,3,6,2,6,c,bor6,Strzelce Małe,1,5,1,2007,2,2,2,2,99,1,kierowca,4,4,99,4,99,99,77,1,0,0,0,0,0,0,0,0,0,1,99,3,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,5,5,5,3,5,5,5,3,3,3,3,2,1,0,0,1,0,0,0,0,99,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,3,1,2,3,3,3,2,1,1,3,1,2,3,3,88,5,4,3,3,99,2,88,4,3,4,99,99,2,2,2,3,2,2,2,3,2,99,1,3,2,99,1,3,2,99,2,3,2,99,1,3,2,1,2,88,2,1,2,3,2,2,2,3,2,2,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,2,3,2,1,1,3,2,1,2,3,2,1,2,3,2,2,1,3,
1,,,3,7,2,6,c,bor7,Strzelce Małe,1,5,1,2007,1,7,7,1,99,1,BUDOWLANIEC,5,4,99,5,99,99,NIE WIEM,2,99,99,99,99,99,99,99,99,99,99,99,4,1,0,0,0,0,2,1,1,2,3,4,1,3,3,3,3,5,4,5,4,5,4,5,5,4,5,2,4,5,4,5,5,5,5,1,0,0,0,1,0,0,0,0,SZKOŁA,2,2,1,1,88,88,1,88,1,2,88,2,2,2,1,2,1,2,2,1,1,1,3,1,3,1,3,99,3,1,3,1,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,NWM,NIC,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,2,2,2,3,
